"service","date","time","message"
"twitter",2021-08-09,20:39:00,"ayubsr wkwkwkwkwk"
"instagram",2021-08-21,20:10:00,"kakak nge mc acara rapat e mak ari idk mc kondangn face with tears of joy"
"instagram",2021-08-22,09:04:00,"loudspeaker loudspeaker open paid promote peka farmasi 2021 loudspeaker loudspeaker waving hand haloo waving hand bisnis online shop offline shop reseller acara teman ulang grinning squinting face orang tau usaha acara kenal orang bingung tenang solusi sparkles segenap panitia peka farmasi 2021 buka jasa paid promote akun aktif 40 42k followers paid promote paket bawah 40 akun aktif 43k followers neomycin 1x post feeds 1x instastory keep 1 10k streptomycin 1x post feeds 1x instastory keep 1 15k kanamycin 1x post feeds 2x instastory keep 2 25k gentamicin 1x post feeds 3x instastory keep 3 35k pilih paket yuk langsung promosiin bisnis info mesan hubung cp mobile phone with arrow wa 62 895 0909 4885 widya"
"twitter",2021-07-28,15:52:00,"ppkm panjang melki laka lena apresiasi langkah pemerintah"
"instagram",2021-10-28,14:48:00,"selamat ingat sumpah muda 28 oktober 1928 semangat muda salah gerak merdeka indonesia lupa follow like commentnya ya guys"
"twitter",2021-07-26,15:16:00,"tulipstudy habis ppkm"
"instagram",2021-09-30,18:52:00,"horas r mejuah juah r njuah njuah r ya ahowu r ahoy percaya capek buah hasil jerome polin r kenal nama tirza trivosa manurung kelompok 28 prodi matematika institut teknologi sumatera r ikut rangkai acara first gathering umpasa itera 2021 r r r r r"
"twitter",2021-07-16,14:38:00,"ppkm bikin kerja sore malam tidur jam 7 pagi bangun jam 2 siang sehat"
"youtube",2021-07-06,12:36:00,"situasi sepi ya sunrise moga habis ppkm rame"
"twitter",2021-07-03,18:12:00,"atur ppkm darurat terap kerja wajib rumah tips jaga aman siber wfh"
"youtube",2021-07-15,15:26:00,"nasib restoran bebek ya"
"twitter",2021-08-29,13:19:00,"open donasi warga dampak ppkm himika universitas jenderal achmad yani yogyakarta adakan open donasi warga dampak ppkm sparkles sparkles donasi uang tunai salur rekening bank bawah"
"twitter",2021-08-06,00:59:00,"hari ppkm jomblo bangun siang makan main hp tidur sore bangun malam makan main hp begadang main hp anj moai"
"twitter",2021-07-11,17:59:00,"94bigbaby kelar ppkm"
"twitter",2021-08-22,15:28:00,"diskominfomedan min ppkm lanjut ya"
"twitter",2021-07-03,20:53:00,"dinihrdianti rolfstebbens4 mari dukung program ppkm taat protokes face with medical mask"
"instagram",2021-08-30,20:07:00,"panjang 2024"
"instagram",2021-09-07,11:23:00,"jos melu mabur"
"twitter",2021-08-16,23:50:00,"cnnindonesia panjang piring cantik nan tawan pasti"
"twitter",2021-07-31,21:31:00,"ppkm pelan pelan hilang"
"twitter",2021-08-30,11:00:00,"atur ppkm level 2 giat seni budaya olahraga sosial masyarakat boleh buka maksimal 25 protokol sehat ketat cegah pandemi"
"twitter",2021-08-11,08:00:00,"ppkm resmi panjang pemerintah 16 agustus 2021 umum menko marves luhut b panjaitan panjang ppkm anggap momentum turun aktif covid 19 rasa tekan"
"twitter",2021-07-15,08:27:00,"insight 44 pkad mimpi kapabel sistem buruk lahir bijak rampang tintasiyasi com 2021 07 insigh tintasiyasi com tanggap pemberlakuan batas giat masyarakat ppkm darurat sih"
"twitter",2021-10-19,00:56:00,"putus pusat umum wako bijak ppkm dlvr s9q9k8"
"twitter",2021-10-13,00:09:00,"angka sebar covid 19 kabupaten buton selatan busel sulawesi tenggara sultra landai 11 oktober 2021 busel status zona hijau pemberlakuan batas giat masyarakat ppkm level 1 kendariinfo com covid 19"
"twitter",2021-08-13,18:47:00,"guru anggep tlpon bilang nehh nama panggil maaf ya sayang jengukin ppkm bilang heri suami ayah ayo niliki anak wadon mriang sue kayak"
"twitter",2021-07-24,11:46:00,"transportasi taksi konvensional online ppkm level 3 kapasitas 100 ppkm level 4 75 kapasitas encek patuh prokes polisi jatim"
"instagram",2021-07-24,20:32:00,"mbake mbois"
"instagram",2021-07-24,18:26:00,"mie nya enak coba bayar enak kali ya expressionless face lemonilo"
"twitter",2021-08-16,11:46:00,"ppkm darurat mantab"
"twitter",2021-08-07,08:11:00,"btn salur bansos pemerintah rp 433 7 miliar ppkm darurat ppkm tangkal pandemi"
"twitter",2021-09-26,17:13:00,"cafe bal buka ppkm level 3"
"twitter",2021-07-16,19:56:00,"heybudie selesai"
"twitter",2021-07-19,20:10:00,"ridwankamil harap pra tugas aman satpol pp tindak sopan arah ppkm lumpuh tutup hasil masyarakat dagang dagang operasional batas atur suai prokes miris meliht"
"instagram",2021-07-23,16:59:00,"here sih our favorit duo that c help minimize pores and tighten your skin lifting glow serum pore away spot treatment sparkles kombinasi lifting glow serum pore away spot treatment bahan utama formulasi khusus encang kerut kecil pori kulit cerah dizzy lifting glow serum sparkles liftonin xpress liftonin xpress bahan aktif 74 encang pori rata kerut 1 jam guna rutin encang kerut tahap hasil permanen kulit sehat cahaya sparkles actosome whitenol bahan cerah baik bukti verifikasi ilmiah korea jepang fungsi menghhambat muncul enzim tirosinase akibat kulit gelap hasil nyata guna rutin 18 suai jurnal dizzy pore away spot treatment sparkles pore away asal ekstrak pohon damar wangi lentisk pistacia lentiscus bantu rangsang produksi kolagen baik struktur kulit rusak kecil ukur pori pori halus scar kulit pemakaian 2 28 sparkles early boost kombinasi bahan aktif aqua glycerin jania rubens extract sodium carrageenan milik sifat anti aging bantu hilang keriput kerut wajah encang kulit hidrasi kulit lupa promo ppkm pori pori pesona"
"twitter",2021-08-19,10:28:00,"akangvano pepek kak"
"twitter",2021-07-17,22:54:00,"jansen jsp kalo yakin yakin ppkm darurat hasil"
"instagram",2021-07-08,18:05:00,"ki moyo"
"twitter",2021-08-05,13:14:00,"calon duta ppkm"
"twitter",2021-08-04,02:23:00,"convomf pelan pelan hilang"
"twitter",2021-07-24,21:12:00,"rizmaya divhumas polri ccicpolri tangkap bogor nya"
"twitter",2021-07-03,20:12:00,"ppkm darurat kereta api operasi batas baturajaradio etnikom"
"youtube",2021-08-18,23:38:00,"bang denny sekedar keluar uneg2 channel sorot pandemi kena dampak parah olah2 ojek online dagang pelaku2 pasar tradisional pasar tradisional longgar kayak restaurant ketat beda pasar kerumun orang karyawan restaurant teman teman kena dampak ekonomi teman pramusaji jual barang rumah makan kerja 15 bulan hemat biaya operasional restaurant hibur tamu makan malam player total hasil kondisi restaurant serama pasar himbau tutup jam 20 00 otomatis musik tiada teman teman profesi player virus covit 19 tular malam jam 8 malam terus2kan kondisi mati gara gara covid gara gara makan tolong bang denny uneg2 pemerintah"
"twitter",2021-07-02,17:37:00,"hai sobat polri saksi live talk kait ppkm darurat aparat tindak kapolda jawa"
"instagram",2021-08-09,16:33:00,"flw ulis0909 auto back"
"twitter",2021-07-27,20:54:00,"kalo bapa gue deh sembuh ppkm kelar night drive ah smiling face with heart eyes"
"instagram",2021-09-24,16:44:00,"serang kapolda banten irjen pol rudy heriyanto ad nugroho tinjau laksana vaksinasi anak anak sandang disabilitas kota serang klinik biddokkes polda banten kamis 23 9 2021 informasi lengkap"
"twitter",2021-07-25,11:39:00,"vopeworldian ppkm bubar"
"twitter",2021-07-07,20:17:00,"kemarin tiga m20 mending ya batas 5 ppkm deh kagak tuh palang sih atur gue bingung grinning face with sweat"
"twitter",2021-09-07,06:51:00,"ppkm padang panjang 20 sept serah deh urang padang mada2 pasa pedagangnyo ndk pakai masker"
"twitter",2021-07-30,17:58:00,"woman kayak ppkm ya woman hilang"
"twitter",2021-07-18,08:02:00,"e100ss mah klasik pemicunya ekonomi ambrol dibatasin ketat apa rangorang selundap selundup cari nafkah"
"instagram",2021-08-31,18:21:00,"kirim daerah ya kak"
"instagram",2021-10-19,09:06:00,"sparkles dress bonita sparkles size 6789 pushpin heavy minus sign heavy minus sign heavy minus sign heavy minus sign heavy minus sign heavy minus sign heavy minus sign heavy minus sign heavy minus sign heavy minus sign heavy minus sign heavy minus sign heavy minus sign heavy minus sign heavy minus sign heavy minus sign produksi pakai anak kualitas premium chameleon chameelo pushpin dress pushpin gamis anak pushpin legging pushpin kulot pushpin t shirt round pushpin bahan katun premium nyaman lembut adem mudah serap keringat yuk order habis mesan sila klik link bio follow for more info backhand index pointing down backhand index pointing down backhand index pointing down backhand index pointing down backhand index pointing down backhand index pointing down backhand index pointing down chameleon kidswear chameleon kidswear chameleon kidswear"
"instagram",2021-08-19,14:29:00,"oneset pajamas rayon tanktop pajamas kain utuh bermerk bahan rayon adem obras ukur foto busui friendly nyaman luntur cuci tang awet ready stock motif limited edition harga 60rb order sila klik link bio pilih salah sedia free ongkir cod via shopee barang cepat habis sila chat wa update motif readystock update motif baru smiling face with smiling eyes happy shopping"
"youtube",2021-07-06,13:37:00,"karyawan paksa kerja jam butuh kerja lapor ya paling manusia2 dengki anggur doang"
"twitter",2021-07-16,11:16:00,"polrespati1 harap kapolri target capai herd immunity capai masyarakat laksana aktivitas ppkm cegah sebar"
"twitter",2021-07-02,08:27:00,"ppkm darurat"
"twitter",2021-07-15,09:16:00,"joker ulosowo ppkm mak erot"
"youtube",2021-08-09,14:19:00,"rakyat mati lapeer bos"
"twitter",2021-10-22,00:15:00,"covid neger lonjak ya yuk yuk refreshing ppkm level 10"
"youtube",2021-08-16,22:59:00,"pemerintah hormat ppkm rakyat kena dampak ppkm susah cari rezeki makan kalo panjang kayak"
"twitter",2021-07-03,10:57:00,"ppkm day 1 kebun ppkm weekend ya kebun ya asa"
"twitter",2021-08-04,21:05:00,"detikcom h nya ya tonton ah"
"instagram",2021-07-07,23:22:00,"hai shalihah ragam kamar pondok banget ya produk kualitas area salatiga cod blus hara standar lengan karet dizzy bahan katun dizzy sarung gloyor tebal merk agung jumbo cap aqil dizzy hijab saudia azzara polos detail size ama ld 90 l ld 95 xl ld 100 pb 78 sarung gambar sua stok serasi warna baju"
"twitter",2021-07-02,22:18:00,"ppkm darurat stok etalase toko online ready masuk troli r"
"twitter",2021-07-02,20:55:00,"jabodetabek kena ppkm yes wfh mas besok tempatin cabang cikupa ya owalah jancok kab"
"instagram",2021-07-20,11:08:00,"yuk sharing menu sarap keluarga santap pagi pasti tim makan berat tim makan makan ringan keluarga bunda sarap roti nasi nih"
"instagram",2021-07-22,11:21:00,"presiden joko widodo jokowi ubah statuta u universitas indonesia terbit atur pemerintah pp nomor 75 2021 beleid jokowi larang rektor u merangkap jabat komisaris direksi bumn bumd swasta ketua komisi kali dpr r syaiful huda catat bijak jokowi institusi didik kampus ideal kuat otonom pemerintahan kampus kuat kritis kampus ruang demokrasi indonesia anut sistem demokrasi sarat kuat kritis sungguh wakil kampus huda rabu 21 7 2021 relasi kampus pemerintahan sejati pisah civitas akademika kampus rektorat selenggara negara reduksi peran kampus kuat kritis tiga keluar pp ya pragmatis tuntas debat ruang publik rektor u komisaris bumn kait relasi kampus pemerintah pisah kampus kuat otonom catat akhir huda ubah statuta u wujud pemerintahan jokowi relasi kampus pemerintahan pisah buat laku evaluasi pemerintahan jokowi laku terobos ideal"
"youtube",2021-09-27,13:18:00,"mall ya resiko tempat tutup bawa bayi jgnlah dapat gaes salam sehat"
"instagram",2021-07-24,10:58:00,"sehat ya kak r r r 1000f igeh 20k sedia f0lls twiter tiktok jugaloh"
"twitter",2021-10-20,07:51:00,"x1w4r nurut ppkm ok"
"twitter",2021-08-12,17:01:00,"atur ganjl genap dki jakarta berlaku kamis 12 8 ruas jalan 16 agustus 2021 ikut panjang ppkm level 4 lengkap instagram com p csefyzgb1dt"
"twitter",2021-07-25,20:35:00,"infobandung panjang weh hayoh nepi curug panganten cere"
"instagram",2021-07-09,13:20:00,"nasabah download aplikasi bmt das mobile yuk langsung ikut pandu bawah pandu aktivasi 1 sila nasabah kspps bmt das purbalingga mendownload aplikasi playstore bmt das mobile anggota 2 mendownload langsung masuk aplikasi salak gps 3 aktivasi kolom aktivasi pojok aplikasi 4 masuk nomor rekening kspps bmt das 5 masuk nomor telfon daftar kspps bmt das klik aktivasi 6 tunggu konfirmasi kode aktivasi sms 7 masuk kode aktivasi terima sms 8 muncul aktivasi hasil aplikasi bmt"
"instagram",2021-07-13,22:00:00,"kasihan tukang bentor dorong kasih kempes ban nya suruh pulang lelang branded 0 rupiah crazylelang lokasi toraja"
"twitter",2021-07-13,04:11:00,"ppkm darurat jakarta ya pemerintah news detik com berita 56406"
"twitter",2021-07-10,23:27:00,"oposisicerdas nama takbir masjid rumah paham ppkm darurat menag imbau takbir salat idul adha rumah oposisicerdas com 2021 07 ppkm"
"twitter",2021-07-02,19:12:00,"ppkm darurat"
"twitter",2021-07-09,17:14:00,"vivacoid adminya pengin corong sih pinokio b3go"
"twitter",2021-10-09,09:18:00,"ruhutsitompul lamli benalu bangsa"
"instagram",2021-07-15,17:06:00,"cari orang orang bijaksana tempat posisi hubung masyarakat apa jabat masyarakat lengser pensiun rakyat"
"twitter",2021-09-15,05:56:00,"mdy asmara1701 larang demo ppkm smiling face with halo ekokuntadhi grace nat msaid didu ferdinandhaean3 fadlizon dennysiregar7 chusnulch jokowi"
"instagram",2021-07-17,11:57:00,"kangen makan minum snacking lippomalls bandung indah plaza order via delivery takeaway restaurant favorit lippo malls loh banget promo promo tarik lho plus kalo transaksi min rp50 000 tenant suka lippo malls self earning struk belanja extra 10 poin styles double untung smiling face with heart eyes tunggu yuk pesan lippo malls bandung indah plaza red heart takeawaydeals bip"
"twitter",2021-07-27,09:42:00,"andiarief makan warteg ppkm"
"instagram",2021-08-10,17:34:00,"new new new grinning face ayambebekungkeputomo menu ayam bakar kalas utomo sedia ayam broiler jantan pesan ekor by wa n tokopedia potong only by gofood n grabfood menu nasi box info mesan wa 085740363447 smiling face with smiling eyes jamin enak sehat happy smiling face with heart eyes terima kasih support penuh request langgan menu bakar kalas moga kenan folded hands salam sehat bahagia smiling face with halo red heart"
"twitter",2021-10-29,06:02:00,"habis bikin bandara dana triliun investor bikin hotel plus area komersial disekitar bandara kelola obj wisata benah after lu bikin ppkm untun tiada henti bisnis kopat kopit wajib pcr vaksin lu harap bandara rame otak lu mana monyet"
"instagram",2021-08-09,16:41:00,"fashion ya infashionstore28 murah keren jangkau bahan nyaman pakai langsung order yuk heavy heart exclamation info mesan langsung wa 62 877 2753 4717 shopee rizalonlineshop123 klik link bio backhand index pointing down tunggu sultan sultan ku crown"
"instagram",2021-07-15,13:58:00,"hai grameds salam inspirasi pesan bayar ppkm darurat moga sport musik gramedia cibubur terima transaksi pesan bayar info hubung 0858 92151702 gramedia inspired transform asepfriyadi cizcoez enjoy mono89 faldillah muhammad ajatsudrajat noviimpi gramedia cibubur"
"instagram",2021-07-14,17:21:00,"NA"
"youtube",2021-08-07,10:51:00,"assalamualaikum hibur host lagu asli bikin kakak lucu isi ppkm pandemi lk4"
"twitter",2021-07-06,09:41:00,"patuh atur ppkm darurat moga selamat covid 19"
"twitter",2021-10-10,20:26:00,"ikemaumain ppkm undang batas"
"twitter",2021-07-20,00:36:00,"slaen untung iklan a ngejual data2 warga lanjur ngisi formulir website abal2nya hati2 ya skaar kalo ngisi data swatu website cek tliti"
"instagram",2021-08-03,16:01:00,"save share jaga bersih pegang peran rutinitas awat kulit biasa anggap sepele manfaat kulit cerah glowmin tips biasa bikin kulit glowing biasa versi comment bawa yuk smiling face smiling face smiling face"
"instagram",2021-09-19,21:36:00,"rinyzee2 plat ganjil"
"instagram",2021-08-16,22:35:00,"paket keteng 7 minggu"
"twitter",2021-07-01,17:41:00,"erwandifirza habis lite ppkm pro ppkm pro max"
"twitter",2021-08-12,20:54:00,"kurojeno kak ppkm nih"
