service,date,time,message,label
instagram,7/26/2021,18:46:00,".\nJangan munafik, Berlaga sok pahlawan Dengan Embel-embel Garda paling depan, cuuuuih.\n\n@jejakbawah.id \n\n#covid_19 #covid #mafiacovid #serakah #manipulation #menakutnakuti #ancaman #bisnis #menyengsarakan #rakyat #rakyatindonesia #rakyatkecil #ppkm #psbb #bacot #plangaplongo #kebijakanpemerintah #kelaparan #hoakmedia #hoax #hoaks #stophoax #tv #bajingan #kamilapar #pedagang #kecil #kepala #negaralucu #indonesiaku #ppkm",4
twitter,8/16/2021,22:23:00,@ardiianperdana @detikcom Cocotmu,4
youtube,7/19/2021,11:03:00,Komen ke 4,0
twitter,9/6/2021,10:40:00,"Justru saat pasien turun seperti ini, pengetatan mobilitas dikuatkan. Ppkm darurat selama 2 minggu lagi dengan sangat ketat misalnya.... \nTapi banyak yg ga setuju ya?",1
twitter,8/16/2021,21:11:00,hadeh,0
twitter,8/31/2021,10:57:00,"@Mdy_Asmara1701 Ga punya uang buat rakyat, tapi proyek mercusuar ibu kota baru sama Mandalika jalan terus",2
youtube,7/12/2021,14:30:00,Usir pollisi karena udh jdi budak cina,4
twitter,7/28/2021,11:49:00,Sudah terbukti dampak positif dari pemberlakuan PPKM. yuk kt dukung PPKM &amp; ttap melaksanakan prokes gerangan. . https://t.co/8CVjqBxBSq https://t.co/lxAMujDsQ3,5
twitter,10/26/2021,06:59:00,Keberhasilan PPKM turunkan kasus aktif\nhttps://t.co/6FBIqwRBUc\nJokowi Bapak Pembangunan,3
twitter,8/24/2021,19:46:00,"bener bgt si klo uda lama ga ngobrol sm org trs sekalinya ngobrol tu jd happy bgtt, apalagi ppkm ini jadi jarang bgt ketemu tmn:(",3
twitter,8/11/2021,04:02:00,"@g0njuboi Ini aja masih ada ppkm, kasian yang beda pulau <U+0001F625>",2
twitter,8/16/2021,21:05:00,@radenrauf Hehe gabakal sadar si,4
instagram,7/15/2021,09:12:00,Banyakkk sekali saat ini yg mengalami hal yang sama.... Sabarrr yaa... Kita sedang diuji..oleh yg maha kuasa.... Hrs kuat... Bersusah susah  dahulu... Untuk kemudian dapat bersenang senang.... <U+0001F600><U+0001F600><U+0001F44D><U+0001F44D> semangattt<U+0001F525><U+0001F525>,1
twitter,8/14/2021,23:32:00,"kangen archery, atv, sama climbing. YAALLAH KAPAN PPKM KELAR<U+0001F62D><U+0001F62D>",2
instagram,7/8/2021,09:24:00,"pilkada no 1 urusan perut pejabat, liga urusan belakangan <U+0001F602><U+0001F602><U+0001F602> bubar lah sekalian indonesia di banned fifa jelas",4
twitter,7/16/2021,21:41:00,@TeddyGusnaidi Sepertinya ada miskomunikasi dan pastinya apa yg diperintahkan oleh presiden tidak mereka pahami. Padahal jelas beda antara lockdown dan PPKM.,1
instagram,9/6/2021,21:44:00,"Kalau bisa jng mkaan ny , tapi penyajian ny yg di cepetin , suka lama bnget nunggu",2
twitter,9/2/2021,13:31:00,@radenrauf Iya bang,3
twitter,10/10/2021,23:43:00,"Tau sih ppkm, gak bisa ngundang banyak2..but, yaudahlah~~\nHappy Wedding ya, semoga samawa ya <U+0001F600>",2
twitter,8/16/2021,15:05:00,@jokowi 16 Agustus Ppkm Hari terakhir kan pak? Iya Mas selanjutkan akan saya ganti namanya,4
youtube,8/16/2021,23:27:00,Nanti klo udah gk ada covid cb tiap rmh skit sruh lpor ...semua wilyah ...dan bndngkn  sama adanua covid ...biar tau prmerntah ...WES GK NGAROHH  KLO BSA SAMPAI HBIS JBATAN  PPKM D PERPNJANG,4
twitter,7/23/2021,05:19:00,"Gue bosen banget ppkm, bosen semuanya serba online. kapan covid kelar sih?",2
instagram,9/9/2021,21:46:00,Setuju...masa pandemi kesehatan mahal,0
instagram,7/23/2021,15:13:00,Enakk euyy<U+0001F60D>,0
youtube,7/18/2021,13:28:00,Ga usah bacot..  Mana itu bansos..  Ga ada ga pernah dappat..  Buat bancakan pak... Ga pernah sampai pak..  Lips service..,4
twitter,10/3/2021,18:01:00,PPKM nya udahan ya pak. <U+0001F644><U+0001F634><U+0001F629>\nHayu siapa yang ngebet pengen mau nikah. <U+0001F92A><U+0001F602><U+0001F92D>\n<U+0001F648><U+0001F923>\n\n https://t.co/y9xgMDQnJu,2
twitter,7/31/2021,17:15:00,"@KAI121 selamat sore min, mua nanya kalau jam operasional rapid antigen di Stasiun Malang pada masa PPKM ini sampai jam berapa ya? Terima kasih",1
twitter,8/7/2021,23:50:00,"kalo lagi bosen, jatuh nya merasa kesepian, ujung ujungnya sedih lagi. \n\npenyakit mental ppkm.",2
instagram,9/6/2021,21:44:00,maaf..padahal fakta di lapangan sudah normal lho.,2
twitter,7/12/2021,11:25:00,Pelayanan publik tai anjing lah malah memanfaatkan keadaan kopit ppkm kontol kerja udh ga becus makin makin aja,4
twitter,9/2/2021,10:47:00,@Ria_Bilqis Sudah bisa jalan2 dan jajan di mall dong <U+0001F605>,1
twitter,8/30/2021,21:33:00,@ohmydull Kayaknya sih gituu,0
twitter,10/28/2021,23:27:00,"@sila55377868 begadang mah pasti banyak pasukannya.,efek ppkm",0
youtube,7/26/2021,11:21:00,"@CNNIndonesia Baru kemarin nyimak ceritanya Mas Hansol soal pandemi di Korea, ternyata ya aturannya mirip2 gini, bahkan lebih rumit dari PPKM di Indonesia.\n\nyoutu.be/tKybFc20IZA",1
instagram,8/16/2021,22:36:00,Perbanyak tempat fasilitas vaksinasi & mudahkan aksesnya.. <U+0001F44F><U+0001F44F> katanya percepatan menuju herd imunity,1
instagram,10/1/2021,10:04:00,first commen n like. btw emg gokil sih ini<U+0001F525>,0
twitter,7/2/2021,16:03:00,bm ppkm alias pengen peluk kamu mulu,0
twitter,7/15/2021,10:42:00,@ResorPati Penyekatan selama PPKM Darurat merupakan upaya pemerintah dalam menanggulangi pandemi covid-19 dan masyarakat dihimbau untuk tetap beraktivitas dari rumah saja.\n\n#DukungVaksinasiMahasiswa\nSemangat Generasi Muda,3
twitter,7/3/2021,19:08:00,"-11fess gess, aku terharu sm followers akun ini, kek tadi ada yg ngirim mf ttg yg mau keluar"" dan komennya pada ngingetin ppkm, huhuhu thanks ya sudah saling menjaga dan peduli :) semoga kalian sehat"" ya",5
twitter,7/7/2021,12:23:00,"Kamu bisa berolahraga secara mandiri di rumah supaya lebih aman. Misalnya dengan olahraga kardio, lompat tali, naik turun tangga, ataupun senam hingga meditasi melalui yoga.\n\nSelalu disiplin patuhi prokes 5M.\n\n#jagajakarta<U+00A0>#jakartabangkit #sehatbarengjakarta #vaksindulu https://t.co/1r3D45hH1a",5
twitter,7/3/2021,11:32:00,"Udah PPKM, sinyal XL jelek bgt, kena pemadaman pula hhh<U+0001F620> paringono sabar ya gusti.",4
twitter,7/24/2021,05:31:00,Yang bisa terbang ke LN kan gak mungkin pedagang terdampak PPKM... https://t.co/KwYqiuzRFM,2
youtube,9/24/2021,06:53:00,PPKM Berhasil tekan laju penularan Covid-19,3
instagram,8/30/2021,00:12:00,Nice Try Lurss..\nSemoga kedepannya bisa lebih baik lagi.\nTerima kasih buat penylenggara @jb.league13\n@nightfury.esports \n\n------------------------------------\nyok semangat #GOETHAN\n\n------------------------------------\n\n#pubgmobiletournaments #pubgm #jbleague #pubgmobile #nightfury #pubgindonesia #pubgmindonesia #pmpl #ppkm #ethan #lfl #fff #pubgscrim,2
twitter,7/24/2021,18:35:00,"@doystan Diajak jalan nih sm nana, tp gajadi masih ppkm",0
twitter,7/23/2021,22:26:00,@ziklidin ko alih profesi broo? gara gara ppkm kah?,0
twitter,7/29/2021,05:13:00,"kenapa sih kalo gw skip ngnter bude ke pasar tiap pagi buta, org rumah pada ngeliatin gw kya manusia pling berdosa. gw kan baru tidur 3 jam anjir ngantuk\nGW JGA CAPE ANJIR MNA NYETIR NYA HARUS MUTER GARA2 PPKM. \nyang dibonceng juga g prnah percaya gue nyetir. nambah berat dah tuh",4
twitter,7/2/2021,06:11:00,Semoga PPKM kali ini hasilnya maksimal <U+0001F62D><U+0001F62D>,3
instagram,8/15/2021,11:49:00,Gak mutu banget....unfaedah<U+0001F602><U+0001F602><U+0001F602>,4
twitter,7/7/2021,11:30:00,PPKM adalah salah satu upaya memutus rantai penyebaran Covid-19 yang terus meningkat dan penyekatan sebagai salah satu penegakan PPKM Darurat.\n\n#VaksinasiPPKM5M\nBersama Berantas Pandemi\ninstagram.com/p/CRAzZaADBzi/<U+0085> https://t.co/fqXzIMogk0,5
instagram,7/31/2021,14:48:00,Follow auto back,0
twitter,8/16/2021,20:37:00,Fix ini ppkm beneran sampe akhir tahun cuma dibilangnya seminggu-seminggu biar gak kelihatan banyak.,1
twitter,7/29/2021,18:17:00,"Jadi inget temen w kemaren nyerocos ppkm diperpnanjang nyalahin presiden, katanya kok gak bisa kek singapura nanganin nih cororong, sedangkan dia vaksin aja kalo gak diwajibin ama pihak pabriknya juga ogah gimana mau kek singapur hadahhh twitter.com/tubirfess/stat<U+0085>",2
twitter,7/14/2021,22:18:00,"@SantorinisSun Yg dipikir efek jangka panjangnya, klo diperpanjang sampai Agustus saya yakin bisa bertahan ...klo semua sehat pergerakan ekonomi juga bisa bangkit lagi...ga mudah tp harus memutuskan utk LBH baik kedepannya",3
twitter,7/17/2021,07:06:00,"Mau sambat tentang covid kenapa ngga kelar kelar gimana ya susah juga, \nsatu sisi para nakes sudah berjuang hebat utk ngelawan corona satu sisi pemerintah juga dah ngeluarin cara dari lockdwon psbb sampe skrg ppkm yg d perpanjang",1
twitter,7/23/2021,22:34:00,@githasiwi auk ahh. lelah hayati ngurusin PPKM trs. kasian rakyat kecil smoga kita semua dberi ksehatan ajh,2
twitter,7/6/2021,12:19:00,@dianesayank Ya Allah.. semoga dengan ini keadaan segera membaik,2
twitter,8/5/2021,15:16:00,ppkm cpt rampung sih plissssssssssss,2
twitter,8/10/2021,03:50:00,"Oh iya, biar gak kaget kita harus mempersiapkan diri kalau tiba-tiba PPKM diperpanjang sampai tahun depan. <U+0001F607>",1
twitter,7/6/2021,15:56:00,Selama PPKM Darurat ini jangan sampai ada warga yang tidak bisa makan.  https://t.co/MtOzUl0AUw,2
twitter,7/27/2021,23:59:00,@sallyfauzi Bener banget seneng dengernya. Perjuangan bersama membuahkan hasil banget. Makasihh untuk semuanyaaa,3
twitter,8/16/2021,21:27:00,"abis baca ppkm diperpanjang lagi, sblm scroll timeline, dah tau bgt isinya bakal apa ni<U+0001F62A>",1
twitter,7/3/2021,23:21:00,@PardedeReza666 kayanya di depok tu PPKM artinya <U+0093>PESTA PESTAAAAA!! Kemudian Meninggal<U+0094>,4
twitter,7/26/2021,23:41:00,Sumpah. Seleb yang ngadain ultah pas ppkm itu dari dom gue asu. MALU BANGET,4
instagram,9/7/2021,18:14:00,Btw PPKM di perpanjang lagi sampai pendek....selamat menikmati.\n\n.\n\n.\n\n.\n\n.\n\n.\n\n.\n\n.\n\n.\n\n.\n\n.\n\n.\n#ppkm #ppkmdarurat #gorontalo #likegorontalo #vaks<ec>ncovid19 #polahiadventure #psbb #likeforlikes #naturehike #crf #kopi #kopihitam #penikmatkopi #ppkmdarurat,0
twitter,8/8/2021,16:04:00,@dayatia Itu pake masker kok. Dagu nya.,2
twitter,8/9/2021,00:18:00,@jogmfs feelingku bilang iya,0
twitter,10/30/2021,20:02:00,Patuhi PPKM! Penyebaran dimulai dari kita dan kita harus cegah virus bersama https://t.co/IXVvZinicY,5
instagram,8/31/2021,02:45:00,Mantep bener nih banyak bonus,0
twitter,7/30/2021,20:03:00,@wish4gangaji peluk yujin aja<U+0001F92D><U+0001F92D>,0
twitter,9/13/2021,21:38:00,"@lucylasie Siapa tau thn baru udh ga ppkm lg, udh ada nama baru wkwk",2
twitter,7/11/2021,15:30:00,@PratitisAyu26 Selesai ppkm yuk <U+2728>,0
twitter,7/3/2021,13:01:00,PPKM DARURAT! MACET DIMANA MANA!,4
twitter,7/22/2021,00:48:00,"@cwarameell ppkm kak, kalau nggak mah gua dh ke jogja <U+0001F3C3><U+200D><U+2642><U+FE0F><U+0001F3C3><U+200D><U+2642><U+FE0F>",5
instagram,9/6/2021,13:08:00,Yaaah ditutup ...eh tenang masi ada holywings pik dan cabang2 laen -party people,2
twitter,10/20/2021,01:50:00,@DKIJakarta @aniesbaswedan @ArizaPatria @dinkesJKT @JSCLab Udah males liat atau dengar ppkm kaya orang tasik di kriditin,4
youtube,7/21/2021,14:36:00,Hancur lebur negriku <U+0001F62B>,4
twitter,7/28/2021,00:27:00,"gara"" ppkm seharusnya udh bisa beli hp baru jdi kepake buat yg lain duitnya",4
twitter,8/2/2021,19:58:00,"Udah lama ga megang uang banyak gara gara ppkm, ini malah ppkmnya Diperpanjang https://t.co/iLGuKZ5Q83",4
twitter,7/21/2021,23:35:00,"@WijayaCrystal PPKM klo di desa gk separah di kota. Justru yg dikota yg menderita. Kaum urban yg pendapatan jualan harian, aplg yg tinggal dikontrakan/kos itu yg sengsara. Dan yg disekat2 malah yg dikota. Jd harus secepatnya dibuka suka atau tidak.",1
twitter,9/2/2021,23:54:00,@rmol_id Negara macam apa sih ini ???,4
twitter,9/20/2021,22:20:00,"@karfomi Lagi ppkm ga bisa kemana"" loh",0
twitter,7/11/2021,19:51:00,Basko pdg! selama ppkm tutup jam brp ya?,0
twitter,7/24/2021,13:01:00,@TirtoID Insentif nakes sama utang RS dulu dah urusin.,2
instagram,7/24/2021,19:49:00,Semangat<U+0001F60D><U+0001F60D>,2
twitter,7/25/2021,23:11:00,@harisubangkit amiin ya allah,3
twitter,8/16/2021,21:47:00,"@andihiyat PPKM diperpanjang sampai kita tua, sampai jadi debu..",4
twitter,7/11/2021,19:48:00,bangun bangun cuma buat main keluar sampe tengah malem. sir do you have a brain? tolong lah mikir pls tahan dulu la itu otak lu yg cuma mau main keluar? masih ppkm loh?,2
twitter,10/20/2021,07:58:00,@IsmeLibertarian Terbukti ampuh..,0
twitter,9/22/2021,00:09:00,@QaillaAsyiqah @mustcho_55555 Kepasar aja\nUdh jarang sejak ppkm dimulai.,1
twitter,7/6/2021,16:58:00,"Kita punya presiden,tapi nampak tdk berdaya.Seperti biasanya,mnyerahkan ke LBP.\nDulu,Septmber2020 juga menyerahkan ke LBP.Hasilnya gagal.Sekrg saat PPKM Darurat,juga mnyrhkan ke LBP.Hasilnya,melonjak.\n@Ronnie_Rusli \n@Bamsoet_2019 twitter.com/masaryaduta/st<U+0085>",4
twitter,7/31/2021,08:05:00,@Mdy_Asmara1701 Namanya juga negeri dagelan,NA
instagram,8/15/2021,11:54:00,Gass,NA
twitter,7/19/2021,12:41:00,Penertiban Selama PPKM Darurat Harus<U+00A0>Humanis https://t.co/Sc7pEEEbDD,NA
twitter,7/28/2021,11:29:00,@bonekcasuals @fajarjun Hahahah PPKM Darurat <U+0001F61C>,NA
twitter,7/4/2021,17:52:00,"Kapolri Melakukan peninjauan di hari pertama PPKM Darurat ini mulai dari pelaksanaan vaksinasi massal, PPKM Mikro h<U+0085> https://t.co/FrnTnDT5MA",NA
instagram,7/31/2021,19:37:00,"Stok darah berbagai golongan di Unit Donor Darah (UDD) PMI Cianjur, Jawa Barat menipis selama Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) Darurat level 3.\n\nKepala Pelayanan UDD PMI Cianjur, Pratiwi Numalasari, mengatakan pembatasan yang diberlakukan, melarang pengumpulan massa untuk menghindari kerumunan, sehingga aksi donor massal tidak dapat digelar seperti biasa, sedangkan kebutuhan darah tetap tinggi setiap harinya.\n\nUntuk memenuhi Ketersediaan stok darah, lanjut Pratiwi, dilaksanakan melalui program termasuk mendatangi kelompok pendonor atau mobile unit. \n\n""Selama PPKM darurat diberlakukan untuk kebutuhan darah setiap harinya, kita hanya mengandalkan pendonor rutin dan donor penganti. Akibatnya stok darah mengalami krisis terutama golongan AB, A dan B, "" kata Pratiwi, kepada wartawan, Sabtu 31 Juli 2021.\n\nPratiwi menyebutkan, kebutuhan darah aman setiap harinya, diangka 50 labu berbagai golongan. Selama pemberlakuan pembatasan, pihaknya hanya memiliki stok darah berbagai golongan sebanyak 20 labu darah, sehingga sempat mengalami krisis. \n\n""Kebutuhan darah di Cianjur, untuk tiga rumah sakit yang ada seperti RSUD Sayang Cianjur, RSUD Cimacan dan RSDH serta pasien thalasemia setiap harinya mencapai 50 labu darah,"" jelasnya. \n\nDijelaskan Pratiwi, selama PPKM pendonor yang datang sangat minim, upaya jemput bola pun tidak dapat dilakukan karena jumlah pendonor yang dibatasi, hanya sosialisasi melalui media sosial yang dapat ditingkatkan.\n\n""Sosialisasi di media sosial hingga saat ini, terus kita maksimalkan terkait pentingnya mendonorkan darah, meski hasilnya belum maksimal. \n\nHarapan kami tingkat kepedulian masyarakat akan pentingnya donor darah, harus segera terbangun, sehingga dapat menutupi kebutuhan darah seperti di kota lain, tingkat kesadaran masyarakatnya sudah tinggi, "" katanya. \n\nSelengkapnya cek link \nhttps://literasinews.pikiran-rakyat.com/pemerintahan/pr-922310275/selama-ppkm-darurat-level-3-stok-darah-di-udd-pmi-cianjur-makin-menipis \n\n#pikiranrakyat #pikiranrakyatmedianetwork #literasinews #donordarah #pmi #infocianjur #kabarcianjur #ppkmlevel4 #ppkmdarurat #stokdarah #cianjur #jawabarat #beritaterkini #ppkmdarurat",conscientiousness agreeableness neuroticism
twitter,8/1/2021,20:48:00,Ekonom UI sarankan PPKM diperpanjang 2 pekan https://t.co/HYJcXOABI2,NA
twitter,7/26/2021,08:23:00,@bertanyarl Dari awal pandemi sih emang dirumah terus cuma sering kepikiran yang lain yang memang harus keluar tuh gimana gimana,NA
instagram,7/30/2021,16:37:00,"Jangan lupa tambah imun makan makanan yang enak, sehat bergizi, asal jangan makan masker ya,<U+0001F605> cuma bercanda kok jangan baper <U+0001F91E><U+0001F3FB>. \n. Vaksin????ya klo yg udah terlanjur Yo wes\n. \n. \n. \n. \n.\nFollow @haritz_97 \n. \n#makananindonesia #nasipadang #ppkmdarurat #ppkm #masker #opposite6890 #dagelan #lawak #ngakakkocak #lucubanget #jokowi #kodok #ppkm",NA
instagram,7/26/2021,20:06:00,Single lgu bkn?,NA
instagram,7/24/2021,17:27:00,<U+0001F601> keren gini tempatnya yahhh,NA
twitter,7/5/2021,12:53:00,@setobrahmana @sepsianap Nderek bingah mas Seto &amp; istri tercinta <U+0001F970><U+0001F970>,NA
twitter,7/27/2021,19:46:00,"libur 6 hari, masuk sehari, libur lagi 4 hari.. ppkm kejam ya bund..<U+0001F62A>",NA
twitter,7/21/2021,10:05:00,"Masa PPKM Darurat membuat ruang gerak masyarakat terbatas, polri berikan pesan edukasi tentang protokol kesehatan 5 M sekaligus salurkan bantuan sembako untuk masyarakat.\n#PolriDistribusikanBansos\nBantu Terdampak Pandemi https://t.co/0N7emfz0hi",NA
instagram,9/4/2021,11:48:00,Bau bau kena php,NA
instagram,7/7/2021,12:05:00,"Liburan di rumah aja?\nJangan khawatir! Robotic Explorer Bandung punya tips supaya liburan Ayah Bunda dan anak-anak tetap menyenangkan juga bermanfat meskipun di rumah aja.\nYukk di cek postingannya dan geser sampai habis yaaa \n\nBelajar robotik bisa dimana saja. Karna itu, Robotic Explorer Bandung menyediakan les robotik online untuk seluruh anak-anak di Indonesia. Caranya gimana?\nKontak aja dulu kami di 0878-2201-8666 atau0878-3717-8756\n\nLearning can be fun with Robotic Explorer Bandung!\n\n#tips #tipsliburan #tipsdirumahaja #stayathome #ppkm #ppkmdarurat #covid-19 #kursus #kursusonline #kursusrobotik #kursusrobotikonline #les #lesrobotik #lesrobotikindonesia #roboticexplorerbandung #ppkm",NA
twitter,7/1/2021,17:32:00,@shafput Latihan PPKM ya <U+0001F92D>,NA
instagram,10/9/2021,13:58:00,"Bagian luar : puding apokat segar diblender & dicincang\nBagian dalam : puding es teler menggunakan nangka, kelapa muda, apokat segar\n\n________________________________\nPemesanan Puding H-2\nWA 08113863900<U+00A0> \natau klik contact di bio\n.\nPemesanan bisa Cash On Delivery\nDikenakan biaya ongkir\nAtau diambil ke rumah @a_mekitchen\nJl Keboiwa Utara\nPerumahan Gapura Citra Dewata D2\nPadangsambian Kaja, Denpasar Bali, Indonesia\n.\n#avocado\n#pudingesteler\n#pudingdenpasar \n#pudingpremiumdenpasar \n#pudingpremium \n#avocadopudding\n#pudingsehat \n#pudingultah \n#birthdaypudding \n#birthdaypuddingdenpasar \n#infodenpasar \n#denpasarinfo \n#eatloversindonesia \n#eatloversbali \n#infokulinerdenpasar \n#kulinerdenpasar \n#kulinersehat\n#pudinghariraya\n#hampersidulfitri\n#pudinghampers\n#hamperslebaran\n#hampersnatal\n#hampersimlek\n#hampersgalungandankuningan\n#wajibdicoba\n#baliculinary\n#kulinerbali\n#infokulinerbali\n#nangka\n#ppkm #ppkm",NA
instagram,7/8/2021,07:17:00,"Jangan bersedih lagi karena tak bisa keluar rumah, karena sekarang bisa survey via smartphone atau survey online lho. PPKM (Promo_Promo Kian Mantab) kali ini bisa Anda dapatkan di Azzahra Hills yang Limited Edition maupun Tahap 2 ya. So, jangan khawatir untuk tidak kebagian kavlingnya, pasti kebagian kok. <U+0001F929>\n\nSelengkapnya hubungi :\n*Nama & No. Marketing*\n\n#ppkm #vaksin #puncak2 #wisatabogor #wisatapuncak #wisatapuncak2 #surveyproperti #jualtanahdekatwisata #kavlingdekatwisata #kavlingpuncak2 #tanahmurah #kavlingmurah #kavlingserbaguna #investasitanah #nabungtanah #properti #propertiindonesia #aset #asetproperti #asettanah #azzahrahills #bhinnekarealty #ppkm",NA
twitter,9/15/2021,20:23:00,@hatabombaa @ezash Kira2 ada ga sih cara biar bsa win win solutions gitu? Soalnya kn ksian udh mah ga pekerjakan krn ppkm dan ttp harus bayar penalty full padahal blm kerja sm skali<U+0001F622>,NA
youtube,9/2/2021,10:28:00,Selamat pagi sahabat sukses terus ya,NA
instagram,7/14/2021,22:12:00,Ga mikir yg matiin <U+0001F622> gimana kalo ada begal tiba tiba astagfirullah,NA
instagram,10/1/2021,19:00:00,Join Jafra yuk !! <U+0001F618>\nRasakan bonus2 dan penghasilan sendiri dari Jafra.\nTanya2 bisa chat aku yaaa..\n\n#promojafraagustus #promojafra #promoskincare #jafrapromo #jafraskincare #jafrakosmetik #jafraindonesia #skincareharian #tiktokindonesia #tiktokdance #msglowbeauty #msglowjakarta #msgloworiginal #msglowciledug #royaljellyliftconcentrate #royalrevitalize #royalboostjafra #lunawhiteseries #ppkmdarurat #ppkmdarurat,openness extraversion
youtube,9/14/2021,11:17:00,Kok bioskup boos.. rakyat pengin beraktipitas nyari kerjaan pingin bekerja pengin punya penghasial buat menhidupi keluwarga boos.. boroo2 mikirin bioskup boos saat bisa buat makan hari2 dan bayar kontrakan aja rasanya udah kayak di surga boos bagi saya tapinya nggak tauu daah orang2 maa apa nasipnya seperti saya apa enggak..,NA
